GeneID	Tsil	Trepl	Length
XP_003485605.1	195.0	771.0	966
XP_003485606.1	98.3333333333	309.666666667	408
XP_003485609.1	250.333333333	1018.66666667	1269
XP_003485610.1	62.6666666667	231.333333333	294
XP_003485611.1	449.0	1729.0	2178
XP_003485612.1	1867.33333333	6937.66666667	8805
XP_003485613.1	423.666666667	1742.33333333	2166
XP_003485614.1	458.0	1861.0	2319
XP_003485616.1	329.333333333	1173.66666667	1503
XP_003485618.1	238.333333333	925.666666667	1164
XP_003485619.1	210.333333333	722.666666667	933
XP_003485620.1	272.333333333	1071.66666667	1344
XP_003485622.2	911.0	3763.0	4674
XP_003485623.1	145.333333333	523.666666667	669
XP_003485624.1	262.666666667	1072.33333333	1335
XP_003485626.1	127.0	506.0	633
XP_003485627.1	87.3333333333	320.666666667	408
XP_003485628.1	59.6666666667	288.333333333	348
XP_003485629.2	299.333333333	1128.66666667	1428
XP_003485630.1	345.666666667	1403.33333333	1749
XP_003485633.1	441.0	1743.0	2184
XP_003485634.1	213.0	867.0	1080
XP_003485635.1	158.0	610.0	768
XP_003485638.1	156.666666667	497.333333333	654
XP_003485641.1	602.0	2302.0	2904
XP_003485642.1	405.666666667	1583.33333333	1989
XP_003485644.1	321.0	1182.0	1503
XP_003485647.1	561.333333333	2234.66666667	2796
XP_003485650.1	331.666666667	1138.33333333	1470
XP_003485652.1	179.333333333	693.666666667	873
XP_003485653.1	176.666666667	780.333333333	957
XP_003485654.1	194.666666667	735.333333333	930
XP_003485656.1	192.0	711.0	903
XP_003485657.1	209.0	745.0	954
XP_003485658.1	161.333333333	666.666666667	828
XP_003485659.1	682.333333333	2686.66666667	3369
XP_003485661.1	308.666666667	1239.33333333	1548
XP_003485662.1	661.0	2390.0	3051
XP_003485663.1	701.333333333	2313.66666667	3015
XP_003485666.2	603.333333333	2186.66666667	2790
XP_003485671.1	452.666666667	1773.33333333	2226
XP_003485675.1	141.0	618.0	759
XP_003485677.1	509.0	1879.0	2388
XP_003485682.1	54.3333333333	221.666666667	276
XP_003485684.1	198.333333333	911.666666667	1110
XP_003485688.1	384.0	1596.0	1980
XP_003485691.2	361.0	1580.0	1941
XP_003485692.1	644.0	2269.0	2913
XP_003485696.1	219.0	822.0	1041
XP_003485699.1	739.666666667	2575.33333333	3315
XP_003485701.1	186.333333333	743.666666667	930
XP_003485702.1	150.666666667	539.333333333	690
XP_003485706.1	342.666666667	1205.33333333	1548
XP_003485707.1	186.0	741.0	927
XP_003485709.2	809.0	2764.0	3573
XP_003485710.1	193.666666667	709.333333333	906
XP_003485711.1	141.0	567.0	708
XP_003485712.1	282.333333333	1004.66666667	1287
XP_003485713.1	463.666666667	1939.33333333	2403
XP_003485714.1	96.3333333333	365.666666667	462
XP_003485715.1	1223.66666667	4536.33333333	5760
XP_003485716.1	119.0	460.0	579
XP_003485718.1	254.333333333	999.666666667	1254
XP_003485719.1	363.0	1569.0	1932
XP_003485720.1	342.666666667	1385.33333333	1728
XP_003485721.1	731.333333333	2637.66666667	3369
XP_003485722.1	243.0	1026.0	1269
XP_003485724.1	494.0	2014.0	2508
XP_003485725.1	178.0	629.0	807
XP_003485726.1	299.666666667	1140.33333333	1440
XP_003485731.2	492.333333333	1802.66666667	2295
XP_003485732.1	200.666666667	765.333333333	966
XP_003485735.1	153.333333333	632.666666667	786
XP_003485737.1	326.666666667	1167.33333333	1494
XP_003485738.1	150.666666667	623.333333333	774
XP_003485741.1	411.333333333	1613.66666667	2025
XP_003485742.1	76.0	347.0	423
XP_003485747.1	207.0	774.0	981
XP_003485748.1	129.0	537.0	666
XP_003485749.1	242.0	916.0	1158
XP_003485751.1	292.666666667	1240.33333333	1533
XP_003485752.1	185.666666667	756.333333333	942
XP_003485753.1	133.333333333	520.666666667	654
XP_003485754.1	350.666666667	1212.33333333	1563
XP_003485756.1	346.666666667	1402.33333333	1749
XP_003485758.1	385.666666667	1636.33333333	2022
XP_003485759.1	179.333333333	744.666666667	924
XP_003485760.1	371.0	1456.0	1827
XP_003485761.2	238.0	1007.0	1245
XP_003485762.1	475.333333333	2083.66666667	2559
XP_003485763.1	119.666666667	423.333333333	543
XP_003485766.1	119.0	451.0	570
XP_003485767.1	124.333333333	487.666666667	612
XP_003485769.2	138.666666667	452.333333333	591
XP_003485770.1	711.666666667	2717.33333333	3429
XP_003485776.1	427.0	1838.0	2265
XP_003485778.1	359.333333333	1455.66666667	1815
XP_003485779.1	75.6666666667	320.333333333	396
XP_003485780.1	132.0	525.0	657
XP_003485782.1	243.0	936.0	1179
XP_003485783.1	156.0	615.0	771
XP_003485784.1	137.666666667	489.333333333	627
XP_003485785.1	545.666666667	2292.33333333	2838
XP_003485786.1	296.666666667	1182.33333333	1479
XP_003485787.1	224.666666667	807.333333333	1032
XP_003485788.1	350.0	1240.0	1590
XP_003485789.1	348.0	1419.0	1767
XP_003485790.1	124.0	527.0	651
XP_003485791.1	170.333333333	666.666666667	837
XP_003485792.1	470.0	1822.0	2292
XP_003485793.1	186.333333333	734.666666667	921
XP_003485794.1	81.6666666667	362.333333333	444
XP_003485795.1	408.666666667	1538.33333333	1947
XP_003485801.2	38.0	202.0	240
XP_003485802.1	92.6666666667	309.333333333	402
XP_003485806.1	190.0	761.0	951
XP_003485809.1	157.333333333	601.666666667	759
XP_003485810.1	478.0	1967.0	2445
XP_003485811.1	421.333333333	1663.66666667	2085
XP_003485813.1	500.666666667	2109.33333333	2610
XP_003485814.1	406.333333333	1543.66666667	1950
XP_003485815.1	268.333333333	1297.66666667	1566
XP_003485817.1	153.0	762.0	915
XP_003485818.1	323.666666667	1455.33333333	1779
XP_003485820.1	217.666666667	832.333333333	1050
XP_003485821.1	100.0	461.0	561
XP_003485822.1	288.666666667	1202.33333333	1491
XP_003485823.1	245.666666667	933.333333333	1179
XP_003485825.1	260.666666667	987.333333333	1248
XP_003485827.1	250.666666667	1072.33333333	1323
XP_003485828.1	250.666666667	1222.33333333	1473
XP_003485830.1	427.333333333	1510.66666667	1938
XP_003485833.1	275.0	1120.0	1395
XP_003485842.1	125.666666667	438.333333333	564
XP_003485843.1	104.333333333	381.666666667	486
XP_003485844.1	123.0	447.0	570
XP_003485847.2	755.0	2992.0	3747
XP_003485848.1	646.666666667	2455.33333333	3102
XP_003485852.1	264.666666667	1073.33333333	1338
XP_003485863.1	109.666666667	418.333333333	528
XP_003485864.1	84.3333333333	341.666666667	426
XP_003485865.2	594.0	2172.0	2766
XP_003485866.2	388.0	1502.0	1890
XP_003485868.1	742.333333333	2992.66666667	3735
XP_003485876.1	708.0	2487.0	3195
XP_003485877.1	238.0	995.0	1233
XP_003485880.1	441.666666667	1772.33333333	2214
XP_003485885.2	272.0	931.0	1203
XP_003485888.1	422.666666667	1632.33333333	2055
XP_003485889.1	295.333333333	958.666666667	1254
XP_003485892.1	362.333333333	1335.66666667	1698
XP_003485896.1	238.333333333	1048.66666667	1287
XP_003485897.2	1142.33333333	5274.66666667	6417
XP_003485899.1	179.0	748.0	927
XP_003485900.1	107.0	352.0	459
XP_003485904.1	141.666666667	557.333333333	699
XP_003485905.1	138.0	540.0	678
XP_003485908.1	246.333333333	713.666666667	969
XP_003485909.1	58.0	239.0	297
XP_003485912.1	389.0	1543.0	1932
XP_003485914.1	101.666666667	399.333333333	501
XP_003485915.1	54.0	207.0	261
XP_003485916.1	418.666666667	1348.33333333	1767
XP_003485919.1	90.0	348.0	438
XP_003485922.1	225.333333333	983.666666667	1209
XP_003485926.1	192.333333333	557.666666667	750
XP_003485928.1	276.333333333	1091.66666667	1368
XP_003485929.1	232.333333333	841.666666667	1074
XP_003485932.2	146.333333333	561.666666667	708
XP_003485933.1	190.666666667	718.333333333	909
XP_003485934.1	156.666666667	551.333333333	708
XP_003485938.1	260.666666667	1002.33333333	1263
XP_003485939.1	227.333333333	714.666666667	942
XP_003485943.1	311.333333333	1062.66666667	1374
XP_003485944.2	288.333333333	1136.66666667	1425
XP_003485945.1	120.333333333	536.666666667	657
XP_003485946.1	290.666666667	1095.33333333	1386
XP_003485948.1	85.6666666667	337.333333333	423
XP_003485950.2	500.0	1840.0	2340
XP_003485951.2	498.666666667	2000.33333333	2499
XP_003485952.1	341.333333333	1296.66666667	1638
XP_003485953.1	116.0	448.0	564
XP_003485957.1	209.333333333	570.666666667	786
XP_003485958.1	379.666666667	1690.33333333	2070
XP_003485959.1	348.333333333	1076.66666667	1425
XP_003485960.1	322.333333333	1126.66666667	1449
XP_003485961.1	87.0	318.0	405
XP_003485962.1	188.666666667	687.333333333	876
XP_003485963.2	100.666666667	436.333333333	537
XP_003485964.1	261.666666667	1040.33333333	1302
XP_003485966.1	232.0	974.0	1206
XP_003485968.1	176.666666667	573.333333333	750
XP_003485969.1	137.0	502.0	639
XP_003485970.1	123.666666667	464.333333333	588
XP_003485973.2	362.333333333	1272.66666667	1635
XP_003485974.1	130.0	410.0	540
XP_003485975.1	120.666666667	458.333333333	579
XP_003485976.1	694.333333333	2299.66666667	3015
XP_003485977.2	302.0	1030.0	1332
XP_003485979.1	215.0	802.0	1017
XP_003485983.1	330.0	1224.0	1554
XP_003485984.1	1315.33333333	5488.66666667	6804
XP_003485988.2	138.0	552.0	690
XP_003485992.1	88.0	374.0	462
XP_003485993.1	350.0	1423.0	1773
XP_003485994.1	242.0	928.0	1170
XP_003485995.1	329.666666667	1197.33333333	1527
XP_003485997.1	228.666666667	902.333333333	1131
XP_003485999.1	78.3333333333	323.666666667	402
XP_003486000.1	105.0	417.0	522
XP_003486004.1	210.666666667	830.333333333	1041
XP_003486005.1	410.333333333	1863.66666667	2274
XP_003486007.1	434.666666667	1683.33333333	2118
XP_003486010.1	304.0	1115.0	1419
XP_003486013.1	188.0	808.0	996
XP_003486016.1	126.0	513.0	639
XP_003486018.1	428.333333333	1719.66666667	2148
XP_003486019.1	218.0	949.0	1167
XP_003486020.1	245.333333333	891.666666667	1137
XP_003486021.1	158.333333333	672.666666667	831
XP_003486023.1	445.666666667	1600.33333333	2046
XP_003486024.1	417.0	1470.0	1887
XP_003486026.1	593.333333333	2232.66666667	2826
XP_003486029.1	427.333333333	1714.66666667	2142
XP_003486032.1	49.3333333333	214.666666667	264
XP_003486033.1	590.666666667	2079.33333333	2670
XP_003486035.1	146.333333333	621.666666667	768
XP_003486036.1	608.333333333	2241.66666667	2850
XP_003486037.1	232.0	881.0	1113
XP_003486038.1	213.0	870.0	1083
XP_003486040.1	233.333333333	942.666666667	1176
XP_003486041.2	589.0	2219.0	2808
XP_003486042.1	228.333333333	959.666666667	1188
XP_003486043.1	131.666666667	522.333333333	654
XP_003486045.1	132.333333333	545.666666667	678
XP_003486048.2	262.666666667	1039.33333333	1302
XP_003486050.1	326.0	1252.0	1578
XP_003486051.1	328.333333333	1231.66666667	1560
XP_003486052.2	1066.0	4112.0	5178
XP_003486053.1	510.666666667	1772.33333333	2283
XP_003486056.1	268.333333333	1018.66666667	1287
XP_003486057.1	95.6666666667	405.333333333	501
XP_003486059.2	423.666666667	1802.33333333	2226
XP_003486064.1	289.333333333	1228.66666667	1518
XP_003486066.2	633.666666667	2498.33333333	3132
XP_003486069.1	219.333333333	719.666666667	939
XP_003486071.1	202.333333333	691.666666667	894
XP_003486073.1	265.0	968.0	1233
XP_003486075.1	362.0	1291.0	1653
XP_003486076.1	115.0	443.0	558
XP_003486077.1	261.333333333	986.666666667	1248
XP_003486078.1	61.0	221.0	282
XP_003486079.1	459.333333333	1643.66666667	2103
XP_003486080.2	91.6666666667	391.333333333	483
XP_003486081.1	89.3333333333	372.666666667	462
XP_003486082.1	232.666666667	916.333333333	1149
XP_003486083.1	171.666666667	692.333333333	864
XP_003486084.1	190.333333333	754.666666667	945
XP_003486085.1	190.333333333	739.666666667	930
XP_003486086.1	211.0	875.0	1086
XP_003486087.1	681.333333333	2303.66666667	2985
XP_003486088.1	194.666666667	612.333333333	807
XP_003486089.1	318.666666667	1280.33333333	1599
XP_003486090.1	344.333333333	1311.66666667	1656
XP_003486091.1	265.333333333	1033.66666667	1299
XP_003486092.1	303.0	1107.0	1410
XP_003486093.1	508.666666667	1807.33333333	2316
XP_003486096.1	83.0	409.0	492
XP_003486097.1	594.333333333	2351.66666667	2946
XP_003486099.1	427.0	1502.0	1929
XP_003486100.2	829.666666667	2983.33333333	3813
XP_003486102.1	405.333333333	1472.66666667	1878
XP_003486105.1	289.333333333	1147.66666667	1437
XP_003486107.1	263.666666667	969.333333333	1233
XP_003486108.1	177.333333333	758.666666667	936
XP_003486110.1	289.666666667	1240.33333333	1530
XP_003486112.1	556.666666667	2176.33333333	2733
XP_003486116.1	87.3333333333	317.666666667	405
XP_003486117.1	967.333333333	3589.66666667	4557
XP_003486122.1	48.3333333333	239.666666667	288
XP_003486123.1	577.0	2582.0	3159
XP_003486126.1	188.666666667	759.333333333	948
XP_003486127.1	574.333333333	2014.66666667	2589
XP_003486130.1	259.666666667	1024.33333333	1284
XP_003486131.2	193.666666667	757.333333333	951
XP_003486133.1	275.0	1123.0	1398
XP_003486140.1	173.0	655.0	828
XP_003486142.1	135.333333333	752.666666667	891
XP_003486143.1	204.333333333	731.666666667	936
XP_003486146.1	135.0	534.0	669
XP_003486156.1	163.333333333	736.666666667	900
XP_003486157.1	408.666666667	1352.33333333	1761
XP_003486160.1	490.666666667	1861.33333333	2352
XP_003486162.1	128.0	448.0	576
XP_003486163.1	406.0	1493.0	1899
XP_003486164.1	65.6666666667	246.333333333	312
XP_003486165.1	309.666666667	1199.33333333	1509
XP_003486167.1	392.666666667	1356.33333333	1749
XP_003486168.1	365.666666667	1353.33333333	1719
XP_003486170.1	230.666666667	828.333333333	1059
XP_003486171.1	359.333333333	1248.66666667	1608
XP_003486172.1	129.666666667	467.333333333	597
XP_003486175.1	254.0	919.0	1173
XP_003486179.1	77.0	223.0	300
XP_003486181.1	264.666666667	932.333333333	1197
XP_003486184.1	108.0	420.0	528
XP_003486185.1	100.666666667	406.333333333	507
XP_003486186.1	488.333333333	1902.66666667	2391
XP_003486187.1	223.333333333	976.666666667	1200
XP_003486188.2	328.666666667	1339.33333333	1668
XP_003486189.1	102.0	459.0	561
XP_003486190.1	111.666666667	467.333333333	579
XP_003486194.1	217.666666667	892.333333333	1110
XP_003486195.1	114.333333333	515.666666667	630
XP_003486196.1	311.0	1159.0	1470
XP_003486197.1	287.666666667	996.333333333	1284
XP_003486200.1	195.0	774.0	969
XP_003486204.1	355.0	1235.0	1590
XP_003486206.1	76.3333333333	316.666666667	393
XP_003486207.1	262.666666667	970.333333333	1233
XP_003486209.1	423.0	1671.0	2094
XP_003486212.1	112.0	443.0	555
XP_003486213.1	809.0	3214.0	4023
XP_003486214.1	173.333333333	657.666666667	831
XP_003486216.1	303.0	1164.0	1467
XP_003486219.1	141.0	504.0	645
XP_003486221.1	612.333333333	2135.66666667	2748
XP_003486222.1	195.0	672.0	867
XP_003486223.1	95.3333333333	378.666666667	474
XP_003486224.1	356.666666667	1302.33333333	1659
XP_003486225.1	479.0	1654.0	2133
XP_003486236.1	399.0	1497.0	1896
XP_003486237.2	222.666666667	815.333333333	1038
XP_003486238.1	213.0	774.0	987
XP_003486239.1	191.333333333	717.666666667	909
XP_003486241.1	520.333333333	1999.66666667	2520
XP_003486245.1	378.333333333	1607.66666667	1986
XP_003486248.2	234.333333333	872.666666667	1107
XP_003486250.1	130.666666667	484.333333333	615
XP_003486251.1	382.666666667	1396.33333333	1779
XP_003486252.1	496.0	1985.0	2481
XP_003486256.1	69.6666666667	263.333333333	333
XP_003486258.1	118.0	515.0	633
XP_003486262.1	604.333333333	2215.66666667	2820
XP_003486263.1	123.0	501.0	624
XP_003486264.1	135.666666667	572.333333333	708
XP_003486265.1	141.666666667	521.333333333	663
XP_003486267.1	421.666666667	1636.33333333	2058
XP_003486269.1	193.666666667	733.333333333	927
XP_003486270.1	171.0	714.0	885
XP_003486271.1	206.0	826.0	1032
XP_003486272.1	179.666666667	747.333333333	927
XP_003486273.1	739.333333333	3394.66666667	4134
XP_003486274.1	463.666666667	1720.33333333	2184
XP_003486279.1	335.333333333	1473.66666667	1809
XP_003486285.1	627.0	2607.0	3234
XP_003486287.1	218.0	781.0	999
XP_003486288.1	248.333333333	1011.66666667	1260
XP_003486290.1	76.6666666667	292.333333333	369
XP_003486293.1	319.0	1187.0	1506
XP_003486295.1	771.333333333	3392.66666667	4164
XP_003486298.1	401.0	1567.0	1968
XP_003486300.1	223.0	863.0	1086
XP_003486301.1	257.666666667	951.333333333	1209
XP_003486305.1	1407.66666667	5345.33333333	6753
XP_003486306.1	97.6666666667	334.333333333	432
XP_003486307.2	173.666666667	753.333333333	927
XP_003486308.1	603.333333333	2573.66666667	3177
XP_003486310.1	691.333333333	2788.66666667	3480
XP_003486311.1	257.333333333	960.666666667	1218
XP_003486312.1	348.0	1383.0	1731
XP_003486313.1	105.0	384.0	489
XP_003486315.1	695.0	2389.0	3084
XP_003486316.1	304.666666667	1171.33333333	1476
XP_003486317.1	65.6666666667	258.333333333	324
XP_003486322.1	743.333333333	2898.66666667	3642
XP_003486323.1	287.0	1084.0	1371
XP_003486329.1	310.0	1085.0	1395
XP_003486330.1	137.333333333	459.666666667	597
XP_003486335.1	420.666666667	1496.33333333	1917
XP_003486338.1	296.666666667	1086.33333333	1383
XP_003486339.1	92.3333333333	339.666666667	432
XP_003486340.1	183.666666667	776.333333333	960
XP_003486341.1	1926.0	7542.0	9468
XP_003486343.1	756.666666667	2666.33333333	3423
XP_003486344.1	557.666666667	2106.33333333	2664
XP_003486345.1	344.0	1309.0	1653
XP_003486346.1	168.666666667	686.333333333	855
XP_003486347.1	163.333333333	691.666666667	855
XP_003486349.2	385.0	1421.0	1806
XP_003486350.1	63.6666666667	227.333333333	291
XP_003486359.1	49.3333333333	247.666666667	297
XP_003486360.1	247.0	929.0	1176
XP_003486362.1	346.333333333	1330.66666667	1677
XP_003486363.1	215.666666667	996.333333333	1212
XP_003486365.1	140.0	517.0	657
XP_003486366.1	243.666666667	914.333333333	1158
XP_003486367.1	127.666666667	466.333333333	594
XP_003486368.1	291.333333333	1112.66666667	1404
XP_003486369.1	155.0	577.0	732
XP_003486374.1	165.666666667	617.333333333	783
XP_003486375.2	816.666666667	2801.33333333	3618
XP_003486377.1	240.666666667	1001.33333333	1242
XP_003486381.1	259.666666667	1036.33333333	1296
XP_003486384.1	684.333333333	2582.66666667	3267
XP_003486391.1	2597.66666667	9402.33333333	12000
XP_003486393.1	279.666666667	1025.33333333	1305
XP_003486394.1	503.333333333	1845.66666667	2349
XP_003486396.1	569.0	1894.0	2463
XP_003486398.1	440.333333333	1437.66666667	1878
XP_003486401.1	376.0	1484.0	1860
XP_003486403.1	763.333333333	2752.66666667	3516
XP_003486405.1	324.666666667	1244.33333333	1569
XP_003486407.1	675.333333333	2612.66666667	3288
XP_003486408.1	407.666666667	1734.33333333	2142
XP_003486409.1	260.666666667	948.333333333	1209
XP_003486410.1	751.333333333	2842.66666667	3594
XP_003486412.1	287.333333333	1077.66666667	1365
XP_003486413.1	171.666666667	689.333333333	861
XP_003486416.1	1288.0	4988.0	6276
XP_003486417.1	194.0	790.0	984
XP_003486418.1	139.0	575.0	714
XP_003486420.1	595.0	2204.0	2799
XP_003486423.1	115.333333333	481.666666667	597
XP_003486425.1	199.333333333	670.666666667	870
XP_003486426.1	189.666666667	629.333333333	819
XP_003486429.1	221.333333333	801.666666667	1023
XP_003486431.1	273.0	798.0	1071
XP_003486432.1	91.0	422.0	513
XP_003486433.1	403.333333333	1543.66666667	1947
XP_003486434.1	108.333333333	458.666666667	567
XP_003486435.1	87.6666666667	368.333333333	456
XP_003486437.2	394.666666667	1456.33333333	1851
XP_003486438.1	180.666666667	638.333333333	819
XP_003486440.1	395.0	1387.0	1782
XP_003486444.1	790.333333333	3097.66666667	3888
XP_003486446.1	318.0	1203.0	1521
XP_003486448.1	121.0	509.0	630
XP_003486449.1	242.333333333	939.666666667	1182
XP_003486450.1	825.0	2787.0	3612
XP_003486451.1	729.0	2604.0	3333
XP_003486452.1	212.0	847.0	1059
XP_003486453.1	72.0	297.0	369
XP_003486454.1	132.0	480.0	612
XP_003486457.1	258.666666667	986.333333333	1245
XP_003486458.1	105.0	327.0	432
XP_003486459.1	180.666666667	782.333333333	963
XP_003486460.1	836.333333333	3156.66666667	3993
XP_003486462.1	774.0	2895.0	3669
XP_003486463.1	183.666666667	587.333333333	771
XP_003486467.1	1106.66666667	4038.33333333	5145
XP_003486468.1	173.333333333	675.666666667	849
XP_003486470.1	118.333333333	502.666666667	621
XP_003486471.1	64.6666666667	253.333333333	318
XP_003486472.1	158.0	625.0	783
XP_003486473.1	432.666666667	1442.33333333	1875
