genus	id	trg	og	n	ortho	gamma
Bumblebees	Bimp10333	Insecta	INS000609	2	GB42246	0.003758773
Honey bees	GB42246	Insecta	INS000609	2	Bimp10333	0.375498122
Bumblebees	Bimp01661	Insecta	INS000611	2	GB52621	0.931033453
Honey bees	GB52621	Insecta	INS000611	2	Bimp01661	-0.326647031
Bumblebees	Bimp13115	Insecta	INS000613	2	GB51019	0.768339602
Honey bees	GB51019	Insecta	INS000613	2	Bimp13115	-0.034867109
Bumblebees	Bimp13561	Insecta	INS000615	2	GB43718	-0.123483118
Honey bees	GB43718	Insecta	INS000615	2	Bimp13561	0.247748121
Bumblebees	Bimp02499	Insecta	INS000617	2	GB50357	0.00399287
Honey bees	GB50357	Insecta	INS000617	2	Bimp02499	-0.197877238
Bumblebees	Bimp09227	Insecta	INS000618	2	GB51036	0.198498935
Honey bees	GB51036	Insecta	INS000618	2	Bimp09227	-0.71785116
Bumblebees	Bimp03771	Insecta	INS000619	2	GB44899	-0.414497302
Honey bees	GB44899	Insecta	INS000619	2	Bimp03771	-0.652386562
Bumblebees	Bimp05717	Insecta	INS000620	2	GB52426	0.920010314
Honey bees	GB52426	Insecta	INS000620	2	Bimp05717	-0.050435674
Bumblebees	Bimp13703	Insecta	INS000622	2	GB44285	-0.272996394
Honey bees	GB44285	Insecta	INS000622	2	Bimp13703	-0.372397859
Bumblebees	Bimp02923	Insecta	INS000624	2	GB41747	1.490059763
Honey bees	GB41747	Insecta	INS000624	2	Bimp02923	0.013942596
Bumblebees	Bimp00924	Insecta	INS000628	2	GB50819	0.218090371
Honey bees	GB50819	Insecta	INS000628	2	Bimp00924	-0.411661703
Bumblebees	Bimp08438	Insecta	INS000630	2	GB49541	2.203551878
Honey bees	GB49541	Insecta	INS000630	2	Bimp08438	-0.167191893
Bumblebees	Bimp05697	Insecta	INS000639	2	GB43077	0.001683625
Honey bees	GB43077	Insecta	INS000639	2	Bimp05697	0.319672802
Bumblebees	Bimp08265	Insecta	INS000643	2	GB47459	0.430590039
Honey bees	GB47459	Insecta	INS000643	2	Bimp08265	-0.90768733
Bumblebees	Bimp09535	Insecta	INS000645	2	GB47808	0.391075072
Honey bees	GB47808	Insecta	INS000645	2	Bimp09535	2.738351293
Bumblebees	Bimp08315	Insecta	INS000650	2	GB51596	0.608999318
Honey bees	GB51596	Insecta	INS000650	2	Bimp08315	0.341669239
Bumblebees	Bimp09697	Insecta	INS000652	2	GB51660	0.548776417
Honey bees	GB51660	Insecta	INS000652	2	Bimp09697	-0.364451871
Bumblebees	Bimp05399	Insecta	INS000654	2	GB55847	0.319530413
Honey bees	GB55847	Insecta	INS000654	2	Bimp05399	-0.294122234
Bumblebees	Bimp07282	Insecta	INS000665	2	GB53140	0.955865609
Honey bees	GB53140	Insecta	INS000665	2	Bimp07282	-0.410331
Bumblebees	Bimp05729	Insecta	INS000667	2	GB51734	1.054900947
Honey bees	GB51734	Insecta	INS000667	2	Bimp05729	0.056455931
Bumblebees	Bimp08252	Insecta	INS000672	2	GB47422	0.004581178
Honey bees	GB47422	Insecta	INS000672	2	Bimp08252	0.097679324
Bumblebees	Bimp13339	Insecta	INS000674	2	GB50690	0.203155349
Honey bees	GB50690	Insecta	INS000674	2	Bimp13339	0.64355403
Bumblebees	Bimp09950	Insecta	INS000684	2	GB48714	1.618088711
Honey bees	GB54668	Insecta	INS000684	2	Bimp09950	0.91162488
Bumblebees	Bimp07477	Insecta	INS000695	2	GB44416	0.639043849
Honey bees	GB44416	Insecta	INS000695	2	Bimp07477	-0.164168254
Bumblebees	Bimp08162	Insecta	INS000698	2	GB42077	0.664498517
Honey bees	GB42077	Insecta	INS000698	2	Bimp08162	0.148202801
Bumblebees	Bimp08240	Insecta	INS000699	2	GB47476	1.257085089
Honey bees	GB47476	Insecta	INS000699	2	Bimp08240	-0.267785331
Bumblebees	Bimp12606	Insecta	INS000702	2	GB43080	-1.025906409
Honey bees	GB43080	Insecta	INS000702	2	Bimp12606	-0.109673249
Bumblebees	Bimp10171	Insecta	INS000703	2	GB41803	0.97654946
Honey bees	GB41803	Insecta	INS000703	2	Bimp10171	-0.274535116
Bumblebees	Bimp10595	Insecta	INS000706	2	GB40999	0.231743487
Honey bees	GB40999	Insecta	INS000706	2	Bimp10595	-0.018269246
Bumblebees	Bimp01653	Insecta	INS000711	2	GB52650	1.075622689
Honey bees	GB52650	Insecta	INS000711	2	Bimp01653	-0.835495661
Bumblebees	Bimp12684	Insecta	INS000713	2	GB50286	0.5933595
Honey bees	GB50286	Insecta	INS000713	2	Bimp12684	-0.642849245
Bumblebees	Bimp14198	Insecta	INS000714	2	GB51745	-0.524965916
Honey bees	GB51745	Insecta	INS000714	2	Bimp14198	0.071966262
Bumblebees	Bimp10194	Insecta	INS000715	2	GB43556	-0.975067992
Honey bees	GB43556	Insecta	INS000715	2	Bimp10194	-0.477283154
Bumblebees	Bimp13930	Insecta	INS000718	2	GB50059	0.391217005
Honey bees	GB50059	Insecta	INS000718	2	Bimp13930	-0.093386986
Bumblebees	Bimp12762	Insecta	INS000720	2	GB55591	-0.104165267
Honey bees	GB55591	Insecta	INS000720	2	Bimp12762	1.507454732
Bumblebees	Bimp12413	Insecta	INS000723	2	GB53133	0.1674294
Honey bees	GB53133	Insecta	INS000723	2	Bimp12413	-0.898730593
Bumblebees	Bimp02290	Insecta	INS000724	2	GB51481	0.299783326
Honey bees	GB51481	Insecta	INS000724	2	Bimp02290	1.272707488
Bumblebees	Bimp09131	Insecta	INS000729	2	GB41888	1.379240699
Honey bees	GB41888	Insecta	INS000729	2	Bimp09131	0.836110637
Bumblebees	Bimp04733	Insecta	INS000737	2	GB42764	1.079225645
Honey bees	GB42764	Insecta	INS000737	2	Bimp04733	0.927873112
Bumblebees	Bimp05748	Insecta	INS000749	2	GB53879	0.208880871
Honey bees	GB54939	Insecta	INS000749	2	Bimp05748	-0.572706578
Bumblebees	Bimp05866	Insecta	INS000753	2	GB51542	-0.130532402
Honey bees	GB51542	Insecta	INS000753	2	Bimp05866	-0.397017619
Bumblebees	Bimp03629	Insecta	INS000755	2	GB44305	-0.182823272
Honey bees	GB44305	Insecta	INS000755	2	Bimp03629	0.118021424
Bumblebees	Bimp08028	Insecta	INS000756	2	GB45612	0.685646308
Honey bees	GB45612	Insecta	INS000756	2	Bimp08028	2.869327372
Bumblebees	Bimp07610	Insecta	INS000759	2	GB51653	0.56417473
Honey bees	GB51653	Insecta	INS000759	2	Bimp07610	1.724676917
Bumblebees	Bimp06441	Insecta	INS000761	2	GB54477	1.745671828
Honey bees	GB54477	Insecta	INS000761	2	Bimp06441	0.402633518
Bumblebees	Bimp06471	Insecta	INS000764	2	GB42921	-0.184780078
Honey bees	GB42921	Insecta	INS000764	2	Bimp06471	-0.834774629
Bumblebees	Bimp04484	Insecta	INS000767	2	GB44127	0.266745369
Honey bees	GB44127	Insecta	INS000767	2	Bimp04484	0.451113314
Bumblebees	Bimp01643	Insecta	INS000775	2	GB51041	0.285930145
Honey bees	GB51041	Insecta	INS000775	2	Bimp01643	0.91582631
Bumblebees	Bimp05334	Insecta	INS000779	2	GB40452	1.03847655
Honey bees	GB40452	Insecta	INS000779	2	Bimp05334	-0.571673179
Bumblebees	Bimp04668	Insecta	INS000782	2	GB42875	1.677254901
Honey bees	GB42875	Insecta	INS000782	2	Bimp04668	-0.392418689
Bumblebees	Bimp07637	Insecta	INS000792	2	GB49172	0.568944342
Honey bees	GB49172	Insecta	INS000792	2	Bimp07637	-0.298813794
Bumblebees	Bimp05013	Insecta	INS000795	2	GB54288	-0.017339148
Honey bees	GB54288	Insecta	INS000795	2	Bimp05013	-0.783831634
Bumblebees	Bimp02103	Insecta	INS000803	2	GB43874	0.485489461
Honey bees	GB43874	Insecta	INS000803	2	Bimp02103	-0.273338915
Bumblebees	Bimp13316	Insecta	INS000806	2	GB40206	-0.475791553
Honey bees	GB40206	Insecta	INS000806	2	Bimp13316	0.314867478
Bumblebees	Bimp12517	Insecta	INS000807	2	GB54269	0.415432941
Honey bees	GB54269	Insecta	INS000807	2	Bimp12517	-0.409467829
Bumblebees	Bimp13636	Insecta	INS000809	2	GB50219	2.717715552
Honey bees	GB50219	Insecta	INS000809	2	Bimp13636	0.62155153
Bumblebees	Bimp08497	Insecta	INS000813	2	GB53343	0.427142761
Honey bees	GB53343	Insecta	INS000813	2	Bimp08497	0.466244341
Bumblebees	Bimp07925	Insecta	INS000817	2	GB54530	0.416841379
Honey bees	GB54530	Insecta	INS000817	2	Bimp07925	0.102822234
Bumblebees	Bimp13010	Insecta	INS000818	2	GB49544	1.855718038
Honey bees	GB49544	Insecta	INS000818	2	Bimp13010	4.971818887
Bumblebees	Bimp02527	Insecta	INS000827	2	GB40112	-0.429313164
Honey bees	GB40112	Insecta	INS000827	2	Bimp02527	-0.640704565
Bumblebees	Bimp02487	Insecta	INS000832	2	GB53001	0.462855553
Honey bees	GB53001	Insecta	INS000832	2	Bimp02487	-0.311599275
Bumblebees	Bimp03338	Insecta	INS000835	2	GB55022	0.475543433
Honey bees	GB55022	Insecta	INS000835	2	Bimp03338	0.091927807
Bumblebees	Bimp10375	Insecta	INS000839	2	GB50291	-0.81343532
Honey bees	GB53963	Insecta	INS000839	2	Bimp10375	1.001356192
Bumblebees	Bimp05969	Insecta	INS000840	2	GB43480	0.444462216
Honey bees	GB43480	Insecta	INS000840	2	Bimp05969	-0.321123711
Bumblebees	Bimp09120	Insecta	INS000844	2	GB41909	0.070378333
Honey bees	GB41909	Insecta	INS000844	2	Bimp09120	0.239089796
Bumblebees	Bimp03908	Insecta	INS000845	2	GB41177	1.212576063
Honey bees	GB41177	Insecta	INS000845	2	Bimp03908	-0.225596791
Bumblebees	Bimp03842	Insecta	INS000846	2	GB54910	-0.503747686
Honey bees	GB54910	Insecta	INS000846	2	Bimp03842	-0.543364725
Bumblebees	Bimp01021	Insecta	INS000850	2	GB40859	0.789845565
Honey bees	GB40859	Insecta	INS000850	2	Bimp01021	-0.001107454
Bumblebees	Bimp07903	Insecta	INS000854	2	GB54507	1.392036378
Honey bees	GB54507	Insecta	INS000854	2	Bimp07903	3.062368906
Bumblebees	Bimp01201	Insecta	INS000862	2	GB45094	-0.010515738
Honey bees	GB45094	Insecta	INS000862	2	Bimp01201	-0.529345293
Bumblebees	Bimp12774	Insecta	INS000863	2	GB55461	0.054786708
Honey bees	GB55461	Insecta	INS000863	2	Bimp12774	-1.056539225
Bumblebees	Bimp13906	Insecta	INS000865	2	GB44523	0.429444885
Honey bees	GB44523	Insecta	INS000865	2	Bimp13906	-0.02491859
Bumblebees	Bimp01740	Insecta	INS000869	2	GB41052	0.17965433
Honey bees	GB41052	Insecta	INS000869	2	Bimp01740	6.79338012
Bumblebees	Bimp04924	Insecta	INS000880	2	GB51159	0.425882627
Honey bees	GB51159	Insecta	INS000880	2	Bimp04924	0.109335651
Bumblebees	Bimp02237	Insecta	INS000884	2	GB41333	0.580133913
Honey bees	GB41333	Insecta	INS000884	2	Bimp02237	0.356979581
Bumblebees	Bimp04446	Insecta	INS000887	2	GB44193	1.43907847
Honey bees	GB44193	Insecta	INS000887	2	Bimp04446	1.345031883
Bumblebees	Bimp05596	Insecta	INS000888	2	GB43497	0.388731908
Honey bees	GB43497	Insecta	INS000888	2	Bimp05596	0.296842158
Bumblebees	Bimp12412	Insecta	INS000899	2	GB53134	0.751378652
Honey bees	GB53134	Insecta	INS000899	2	Bimp12412	-0.140707979
Bumblebees	Bimp01175	Insecta	INS000901	2	GB47271	-0.40705066
Honey bees	GB47271	Insecta	INS000901	2	Bimp01175	-0.809148961
Bumblebees	Bimp06044	Insecta	INS000911	2	GB55495	0.340259937
Honey bees	GB55495	Insecta	INS000911	2	Bimp06044	-0.041487716
Bumblebees	Bimp04079	Insecta	INS000915	2	GB45001	1.754198855
Honey bees	GB45001	Insecta	INS000915	2	Bimp04079	0.73051536
Bumblebees	Bimp02621	Insecta	INS000919	2	GB53611	3.330381709
Honey bees	GB53611	Insecta	INS000919	2	Bimp02621	-0.015442261
Bumblebees	Bimp06310	Insecta	INS000927	2	GB52189	0.269993244
Honey bees	GB52189	Insecta	INS000927	2	Bimp06310	-0.443999209
Bumblebees	Bimp00413	Insecta	INS000928	2	GB50113	0.23667911
Honey bees	GB50113	Insecta	INS000928	2	Bimp00413	0.192200433
Bumblebees	Bimp01803	Insecta	INS000929	2	GB53852	0.806239961
Honey bees	GB53852	Insecta	INS000929	2	Bimp01803	-0.035308738
Bumblebees	Bimp08720	Insecta	INS000930	2	GB51246	2.252378281
Honey bees	GB51246	Insecta	INS000930	2	Bimp08720	-0.019259799
Bumblebees	Bimp06552	Insecta	INS000931	2	GB50170	-0.027184609
Honey bees	GB50170	Insecta	INS000931	2	Bimp06552	0.763429049
Bumblebees	Bimp09808	Insecta	INS000934	2	GB55540	0.494460151
Honey bees	GB55540	Insecta	INS000934	2	Bimp09808	0.057162173
Bumblebees	Bimp06218	Insecta	INS000946	2	GB41891	0.041516847
Honey bees	GB41891	Insecta	INS000946	2	Bimp06218	-0.47495994
Bumblebees	Bimp00610	Insecta	INS000947	2	GB52779	0.690946816
Honey bees	GB52779	Insecta	INS000947	2	Bimp00610	0.986809813
Bumblebees	Bimp12439	Insecta	INS000951	2	GB40880	0.3270169
Honey bees	GB40880	Insecta	INS000951	2	Bimp12439	-0.322063809
Bumblebees	Bimp03620	Insecta	INS000954	2	GB44359	0.248916057
Honey bees	GB44359	Insecta	INS000954	2	Bimp03620	-0.109272974
Bumblebees	Bimp12422	Insecta	INS000955	2	GB40893	0.926054003
Honey bees	GB40893	Insecta	INS000955	2	Bimp12422	-0.182394361
Bumblebees	Bimp09141	Insecta	INS000957	2	GB41883	-0.271302702
Honey bees	GB41883	Insecta	INS000957	2	Bimp09141	-0.374760556
Bumblebees	Bimp13706	Insecta	INS000958	2	GB43954	1.503126155
Honey bees	GB43954	Insecta	INS000958	2	Bimp13706	0.335731842
Bumblebees	Bimp02920	Insecta	INS000959	2	GB46613	-0.04831771
Honey bees	GB46613	Insecta	INS000959	2	Bimp02920	-0.082118397
Bumblebees	Bimp00168	Insecta	INS000962	2	GB55658	0.594240087
Honey bees	GB55658	Insecta	INS000962	2	Bimp00168	-0.136973892
Bumblebees	Bimp09006	Insecta	INS000966	2	GB50538	0.557134648
Honey bees	GB50538	Insecta	INS000966	2	Bimp09006	0.562292824
Bumblebees	Bimp08000	Insecta	INS000974	2	GB54798	0.152687078
Honey bees	GB54798	Insecta	INS000974	2	Bimp08000	-0.089352359
Bumblebees	Bimp08684	Hymenoptera	INS000979	2	GB42296	0.921181121
Honey bees	GB42296	Hymenoptera	INS000979	2	Bimp08684	0.340560943
Bumblebees	Bimp02161	Insecta	INS000980	2	GB55820	-0.172251912
Honey bees	GB55820	Insecta	INS000980	2	Bimp02161	0.617576802
Bumblebees	Bimp08776	Insecta	INS000984	2	GB55904	-0.072513634
Honey bees	GB55904	Insecta	INS000984	2	Bimp08776	-0.561734168
Bumblebees	Bimp12758	Insecta	INS000985	2	GB55574	1.685011995
Honey bees	GB55574	Insecta	INS000985	2	Bimp12758	0.854629362
Bumblebees	Bimp07609	Insecta	INS000987	2	GB40350	0.400778514
Honey bees	GB40350	Insecta	INS000987	2	Bimp07609	0.343820003
Bumblebees	Bimp13710	Insecta	INS000989	2	GB43042	0.016245338
Honey bees	GB47812	Insecta	INS000989	2	Bimp13710	-0.294549244
Bumblebees	Bimp12620	Insecta	INS000995	2	GB48932	1.036647745
Honey bees	GB48932	Insecta	INS000995	2	Bimp12620	-0.276619629
Bumblebees	Bimp06247	Insecta	INS000996	2	GB41449	0.044441997
Honey bees	GB41449	Insecta	INS000996	2	Bimp06247	-0.47170365
Bumblebees	Bimp11618	Insecta	INS000997	2	GB45881	-0.552815432
Honey bees	GB45881	Insecta	INS000997	2	Bimp11618	0.086723594
Bumblebees	Bimp05265	Insecta	INS000999	2	GB43839	0.032047061
Honey bees	GB43839	Insecta	INS000999	2	Bimp05265	0.234121479
Bumblebees	Bimp13183	Insecta	INS001001	2	GB51692	0.265254646
Honey bees	GB51692	Insecta	INS001001	2	Bimp13183	-0.542300212
Bumblebees	Bimp01550	Insecta	INS001002	2	GB52346	1.383119861
Honey bees	GB52346	Insecta	INS001002	2	Bimp01550	-0.522479111
Bumblebees	Bimp13720	Insecta	INS001003	2	GB45278	2.653380826
Honey bees	GB45278	Insecta	INS001003	2	Bimp13720	0.680740399
Bumblebees	Bimp10208	Insecta	INS001007	2	GB43562	1.522003682
Honey bees	GB43562	Insecta	INS001007	2	Bimp10208	0.18091855
Bumblebees	Bimp12723	Insecta	INS001009	2	GB45212	1.385177393
Honey bees	GB45212	Insecta	INS001009	2	Bimp12723	0.212466446
Bumblebees	Bimp07219	Insecta	INS001012	2	GB43743	0.571130261
Honey bees	GB43743	Insecta	INS001012	2	Bimp07219	-0.384913317
Bumblebees	Bimp05532	Insecta	INS001013	2	GB55002	0.594340629
Honey bees	GB55002	Insecta	INS001013	2	Bimp05532	-0.580569844
Bumblebees	Bimp02748	Insecta	INS001016	2	GB50204	-0.218597812
Honey bees	GB50204	Insecta	INS001016	2	Bimp02748	0.29815492
Bumblebees	Bimp03032	Insecta	INS001017	2	GB45114	0.729488011
Honey bees	GB45114	Insecta	INS001017	2	Bimp03032	1.979754573
Bumblebees	Bimp05373	Insecta	INS001018	2	GB55764	0.881237464
Honey bees	GB55764	Insecta	INS001018	2	Bimp05373	1.109456619
Bumblebees	Bimp07787	Insecta	INS001020	2	GB46478	-1.062693172
Honey bees	GB46478	Insecta	INS001020	2	Bimp07787	-0.732805234
Bumblebees	Bimp05418	Insecta	INS001023	2	GB43039	1.014621302
Honey bees	GB51502	Insecta	INS001023	2	Bimp05418	-0.446871841
Bumblebees	Bimp05470	Insecta	INS001031	2	GB47568	0.509067171
Honey bees	GB47568	Insecta	INS001031	2	Bimp05470	0.168612327
Bumblebees	Bimp02332	Insecta	INS001042	2	GB47351	0.273091226
Honey bees	GB47351	Insecta	INS001042	2	Bimp02332	0.225088416
Bumblebees	Bimp05744	Insecta	INS001049	2	GB54995	0.238570159
Honey bees	GB54995	Insecta	INS001049	2	Bimp05744	-0.675812942
Bumblebees	Bimp11009	Insecta	INS001055	2	GB50660	-0.3600104
Honey bees	GB50660	Insecta	INS001055	2	Bimp11009	-0.960198539
Bumblebees	Bimp06854	Insecta	INS001061	2	GB51895	1.036607399
Honey bees	GB51895	Insecta	INS001061	2	Bimp06854	-0.822018502
Bumblebees	Bimp09980	Insecta	INS001069	2	GB52106	0.295310371
Honey bees	GB52106	Insecta	INS001069	2	Bimp09980	-0.42087606
Bumblebees	Bimp12885	Insecta	INS001071	2	GB45724	0.881325647
Honey bees	GB45724	Insecta	INS001071	2	Bimp12885	0.427290517
Bumblebees	Bimp09830	Insecta	INS001072	2	GB46713	0.201189034
Honey bees	GB46713	Insecta	INS001072	2	Bimp09830	0.134198824
Bumblebees	Bimp08922	Insecta	INS001073	2	GB46689	-0.09751252
Honey bees	GB46689	Insecta	INS001073	2	Bimp08922	-0.166522234
Bumblebees	Bimp01179	Insecta	INS001074	2	GB47243	0.682012137
Honey bees	GB47243	Insecta	INS001074	2	Bimp01179	0.492027323
Bumblebees	Bimp13513	Insecta	INS001080	2	GB47277	-0.067026064
Honey bees	GB47277	Insecta	INS001080	2	Bimp13513	-0.305178956
Bumblebees	Bimp04154	Insecta	INS001093	2	GB54593	0.203326286
Honey bees	GB54593	Insecta	INS001093	2	Bimp04154	-0.098812157
Bumblebees	Bimp05665	Insecta	INS001096	2	GB43217	0.747599383
Honey bees	GB43217	Insecta	INS001096	2	Bimp05665	0.304497933
Bumblebees	Bimp11164	Insecta	INS001098	2	GB42739	-0.057334296
Honey bees	GB42739	Insecta	INS001098	2	Bimp11164	-0.91232616
Bumblebees	Bimp12313	Insecta	INS001100	2	GB51399	-0.304666006
Honey bees	GB51399	Insecta	INS001100	2	Bimp12313	-0.667326761
Bumblebees	Bimp04790	Insecta	INS001105	2	GB52453	1.597959632
Honey bees	GB52453	Insecta	INS001105	2	Bimp04790	0.226135903
Bumblebees	Bimp12329	Insecta	INS001109	2	GB50370	0.859863137
Honey bees	GB50370	Insecta	INS001109	2	Bimp12329	-0.89076431
Bumblebees	Bimp04736	Insecta	INS001110	2	GB42735	1.334290911
Honey bees	GB42735	Insecta	INS001110	2	Bimp04736	0.201516973
Bumblebees	Bimp06747	Insecta	INS001112	2	GB50852	-0.304714859
Honey bees	GB50852	Insecta	INS001112	2	Bimp06747	-0.693673736
Bumblebees	Bimp07821	Insecta	INS001115	2	GB44753	0.056197148
Honey bees	GB44753	Insecta	INS001115	2	Bimp07821	0.207329568
Bumblebees	Bimp05353	Insecta	INS001120	2	GB54805	0.742399256
Honey bees	GB54805	Insecta	INS001120	2	Bimp05353	-0.06636037
Bumblebees	Bimp05444	Insecta	INS001123	2	GB46140	1.285466406
Honey bees	GB46140	Insecta	INS001123	2	Bimp05444	1.543322388
Bumblebees	Bimp12287	Insecta	INS001124	2	GB52589	1.540770649
Honey bees	GB52589	Insecta	INS001124	2	Bimp12287	0.574309076
Bumblebees	Bimp12972	Insecta	INS001128	2	GB45512	-0.066059945
Honey bees	GB45512	Insecta	INS001128	2	Bimp12972	3.789060073
Bumblebees	Bimp14049	Insecta	INS001133	2	GB45967	-0.200978904
Honey bees	GB45967	Insecta	INS001133	2	Bimp14049	0.091843164
Bumblebees	Bimp00022	Insecta	INS001140	2	GB52661	-1.384746299
Honey bees	GB52661	Insecta	INS001140	2	Bimp00022	-0.020097027
Bumblebees	Bimp04020	Insecta	INS001149	2	GB41122	-0.042590916
Honey bees	GB41122	Insecta	INS001149	2	Bimp04020	0.080295402
Bumblebees	Bimp09362	Insecta	INS001159	2	GB48639	0.362067359
Honey bees	GB48639	Insecta	INS001159	2	Bimp09362	0.102387114
Bumblebees	Bimp02313	Insecta	INS001160	2	GB51511	0.50733924
Honey bees	GB51511	Insecta	INS001160	2	Bimp02313	0.271952626
Bumblebees	Bimp13060	Insecta	INS001162	2	GB44210	1.186864643
Honey bees	GB44210	Insecta	INS001162	2	Bimp13060	0.426426102
Bumblebees	Bimp08990	Insecta	INS001164	2	GB45905	0.790235749
Honey bees	GB45905	Insecta	INS001164	2	Bimp08990	-0.007299055
Bumblebees	Bimp00317	Insecta	INS001170	2	GB55142	-0.024400722
Honey bees	GB55142	Insecta	INS001170	2	Bimp00317	0.344126483
Bumblebees	Bimp12964	Insecta	INS001172	2	GB42021	-0.19714567
Honey bees	GB42021	Insecta	INS001172	2	Bimp12964	-0.394315549
Bumblebees	Bimp00877	Insecta	INS001173	2	GB48919	0.093958341
Honey bees	GB48919	Insecta	INS001173	2	Bimp00877	0.421790362
Bumblebees	Bimp10363	Insecta	INS001183	2	GB53937	0.95101095
Honey bees	GB53937	Insecta	INS001183	2	Bimp10363	1.314968387
Bumblebees	Bimp12865	Insecta	INS001187	2	GB52947	1.08585516
Honey bees	GB52947	Insecta	INS001187	2	Bimp12865	1.584519098
Bumblebees	Bimp06802	Insecta	INS001195	2	GB49111	0.479461291
Honey bees	GB49111	Insecta	INS001195	2	Bimp06802	-0.318923808
Bumblebees	Bimp06934	Insecta	INS001206	2	GB40361	-0.037688671
Honey bees	GB40361	Insecta	INS001206	2	Bimp06934	-0.481127695
Bumblebees	Bimp03745	Insecta	INS001214	2	GB44884	0.120663581
Honey bees	GB44884	Insecta	INS001214	2	Bimp03745	-0.201730902
Bumblebees	Bimp08677	Insecta	INS001219	2	GB53979	1.97456136
Honey bees	GB53979	Insecta	INS001219	2	Bimp08677	0.879225294
Bumblebees	Bimp11816	Insecta	INS001221	2	GB50345	0.263125655
Honey bees	GB50345	Insecta	INS001221	2	Bimp11816	-0.313752639
Bumblebees	Bimp13743	Insecta	INS001223	2	GB51401	1.335486836
Honey bees	GB51401	Insecta	INS001223	2	Bimp13743	-0.024974332
Bumblebees	Bimp08865	Insecta	INS001229	2	GB41347	1.15554963
Honey bees	GB41347	Insecta	INS001229	2	Bimp08865	-0.363019779
Bumblebees	Bimp00274	Insecta	INS001230	2	GB45821	0.324279426
Honey bees	GB45821	Insecta	INS001230	2	Bimp00274	0.216219118
Bumblebees	Bimp00228	Insecta	INS001232	2	GB48117	0.180234012
Honey bees	GB48117	Insecta	INS001232	2	Bimp00228	0.811219928
Bumblebees	Bimp11728	Insecta	INS001236	2	GB54198	0.134536399
Honey bees	GB54198	Insecta	INS001236	2	Bimp11728	0.438507691
Bumblebees	Bimp04246	Insecta	INS001239	2	GB50969	-0.209315385
Honey bees	GB50969	Insecta	INS001239	2	Bimp04246	-0.702737031
Bumblebees	Bimp12395	Insecta	INS001240	2	GB44067	0.058835974
Honey bees	GB44067	Insecta	INS001240	2	Bimp12395	0.614983847
Bumblebees	Bimp12598	Insecta	INS001241	2	GB43238	1.890653577
Honey bees	GB43238	Insecta	INS001241	2	Bimp12598	0.531838508
Bumblebees	Bimp07749	Insecta	INS001243	2	GB46599	0.324122535
Honey bees	GB46599	Insecta	INS001243	2	Bimp07749	0.051239134
Bumblebees	Bimp13541	Insecta	INS001248	2	GB42647	1.163364116
Honey bees	GB42647	Insecta	INS001248	2	Bimp13541	0.173411862
