XP	gamma	FW	QG	FQ	WG	FoldChange.FW	FoldChange.QG	FoldChange.FQ	FoldChange.WG
XP_003491897.2	2.289595578	0.386860053	0.371338062	0.211082972	0.002420578	1.055352535	-1.184822677	-1.02321293	-1.279431194
XP_003491897.2	2.289595578	0.30604985	0.015094038	0.064116886	1.25E-06	1.055352535	-1.184822677	-1.02321293	-1.279431194
XP_003491897.2	2.289595578	0.010463453	0.1774833	0.112222598	6.29E-07	1.055352535	-1.184822677	-1.02321293	-1.279431194
XP_003490579.1	2.283642344	0.677032616	0.885660139	0.973568864	0.765339007	1.0247885	1.008728073	-1.002450627	-1.018411107
XP_003486437.2	2.283487251	0.280746621	9.04E-24	2.47E-05	3.02E-14	-1.069612821	-2.604820963	1.303284721	-1.868581197
XP_003486083.1	2.282616828	0.359133254	0.508538494	0.137076541	0.002086955	1.046314987	-1.033731707	-1.076251171	-1.16408293
XP_003486083.1	2.282616828	0.49906596	0.134100303	0.2195955	0.000754007	1.046314987	-1.033731707	-1.076251171	-1.16408293
XP_012238792.1	2.28017168	0.000140664	2.41E-14	0.012896092	0.003521611	-1.527014334	-2.783303904	1.313175604	-1.388016756
XP_012238792.1	2.28017168	0.00093191	9.09E-16	0.063456696	3.63E-06	-1.527014334	-2.783303904	1.313175604	-1.388016756
XP_012238792.1	2.28017168	0.001133358	5.35E-17	0.056217147	2.13E-07	-1.527014334	-2.783303904	1.313175604	-1.388016756
XP_012237567.1	2.253620728	0.130116781	1.68E-12	0.742391979	2.20E-08	1.067281879	1.43172213	-1.01767551	1.318166525
XP_012237567.1	2.253620728	0.776320393	9.34E-09	0.572752999	1.09E-09	1.067281879	1.43172213	-1.01767551	1.318166525
XP_003489887.1	2.252734508	0.069179572	2.95E-05	0.105150442	2.00E-10	-1.142596095	1.36872872	1.131026391	1.7688168
XP_003490850.1	2.250253193	0.625459064	0.000338415	0.096652137	0.019073503	-1.025865367	1.187394667	-1.085179551	1.122493568
XP_003490850.1	2.250253193	0.600148927	0.00052255	0.023760001	0.091393656	-1.025865367	1.187394667	-1.085179551	1.122493568
XP_003490850.1	2.250253193	0.262536679	0.005378807	0.01948791	0.140574351	-1.025865367	1.187394667	-1.085179551	1.122493568
XP_012248680.1	2.239256127	0.879935812	0.000129764	0.001045567	0.517372974	-1.007645489	1.17909191	-1.152529132	1.030869078
XP_012248680.1	2.239256127	0.544130706	6.55E-05	4.69E-05	0.461924449	-1.007645489	1.17909191	-1.152529132	1.030869078
XP_003493313.2	2.235888965	0.266267048	7.20E-05	0.431730606	5.76E-05	-1.072690289	1.281291858	-1.055697148	1.301916308
XP_003493839.1	2.233719181	0.801002459	0.626694816	0.939629877	0.912971458	1.007811102	1.0142396	-1.002856218	1.003512423
XP_012238495.1	2.222102051	0.567515198	0.00894919	0.065063462	0.211915483	-1.025957692	1.113136971	-1.081330562	1.056135356
XP_012238495.1	2.222102051	0.099912801	0.058665753	0.352666465	0.236973478	-1.025957692	1.113136971	-1.081330562	1.056135356
XP_012238495.1	2.222102051	0.474776405	0.000123408	0.508019322	0.022019356	-1.025957692	1.113136971	-1.081330562	1.056135356
XP_012245180.1	2.219493097	0.183364683	0.55010798	0.993299167	0.053942867	-1.05462712	1.025405454	1.000455952	1.081913477
XP_012245289.1	2.217351341	0.178707118	0.977156503	0.656261378	0.062893437	-1.046770422	1.001150849	1.018047566	1.066888496
XP_012245289.1	2.217351341	0.390692234	0.94805015	0.566079683	0.155010113	-1.046770422	1.001150849	1.018047566	1.066888496
XP_012246085.1	2.215782638	0.403854511	0.132543189	0.980607609	0.0193019	-1.055627665	1.097573209	1.002101099	1.161063038
XP_012246085.1	2.215782638	0.403854511	0.132543189	0.980607609	0.0193019	-1.055627665	1.097573209	1.002101099	1.161063038
XP_012246085.1	2.215782638	0.876818173	0.010204655	0.442301424	0.000610305	-1.055627665	1.097573209	1.002101099	1.161063038
XP_012246085.1	2.215782638	0.876818173	0.010204655	0.442301424	0.000610305	-1.055627665	1.097573209	1.002101099	1.161063038
XP_003487345.1	2.209915823	0.185294939	0.013562508	0.975152723	0.283219604	-1.135227025	-1.259411583	-1.004150601	-1.113996469
XP_003487345.1	2.209915823	0.635916329	0.69481103	0.864370196	0.269495841	-1.135227025	-1.259411583	-1.004150601	-1.113996469
XP_012236235.1	2.204420073	0.120568559	8.04E-13	0.00030494	2.46E-08	-1.119882279	1.863889742	-1.308649809	1.59503106
XP_003491889.1	2.203246312	0.001753644	5.31E-05	0.989104587	0.355726918	-1.293202438	-1.400751152	-1.00154615	-1.084839375
XP_003491889.1	2.203246312	0.065015782	0.005558161	0.158884392	0.614429352	-1.293202438	-1.400751152	-1.00154615	-1.084839375
XP_003491889.1	2.203246312	0.026254807	7.99E-06	0.240192167	0.279749009	-1.293202438	-1.400751152	-1.00154615	-1.084839375
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_012244604.1	2.182640593	0.459865983	0.516060445	0.299755329	0.249843625	1.039497521	1.03455766	-1.05709046	-1.062137911
XP_003489562.1	2.177656446	0.040065109	0.023556392	0.011706631	0.023028567	-1.134877664	-1.149254957	1.171588489	1.156931801
XP_003488291.1	2.177467851	0.347231103	0.155202246	0.245693957	0.000513819	-1.07787309	1.115944425	1.099871373	1.322976393
XP_012241295.1	2.168985228	0.099688434	1.46E-05	0.922457341	4.96E-08	-1.088927781	1.258835498	1.006911378	1.380254931
XP_012241295.1	2.168985228	0.099688434	1.46E-05	0.922457341	4.96E-08	-1.088927781	1.258835498	1.006911378	1.380254931
XP_012241295.1	2.168985228	0.005731638	0.561037148	0.716247196	0.000289408	-1.088927781	1.258835498	1.006911378	1.380254931
XP_012241295.1	2.168985228	0.005731638	0.561037148	0.716247196	0.000289408	-1.088927781	1.258835498	1.006911378	1.380254931
XP_012241295.1	2.168985228	0.028325937	0.650612747	0.940025616	0.007359535	-1.088927781	1.258835498	1.006911378	1.380254931
XP_012241295.1	2.168985228	0.028325937	0.650612747	0.940025616	0.007359535	-1.088927781	1.258835498	1.006911378	1.380254931
XP_003491251.1	2.166250611	0.766702239	1.75E-06	0.000253225	0.129742558	-1.032856141	1.610830422	-1.430250208	1.163262263
XP_003487430.1	2.164561418	0.008843787	0.257773661	0.430373661	0.612504352	-1.172135907	-1.072720699	-1.055412959	1.035306372
XP_003487430.1	2.164561418	0.50236792	0.000111642	0.770239236	0.006294305	-1.172135907	-1.072720699	-1.055412959	1.035306372
XP_003487430.1	2.164561418	0.566074062	4.24E-06	0.785586651	0.000301294	-1.172135907	-1.072720699	-1.055412959	1.035306372
XP_003487430.1	2.164561418	0.000101464	0.933151183	0.968269766	0.00025935	-1.172135907	-1.072720699	-1.055412959	1.035306372
XP_012244912.1	2.153534322	0.023592791	5.86E-11	0.654348052	1.18E-05	-1.109378548	-1.415800188	1.025100458	-1.244961079
XP_012243094.1	2.150669351	0.423522056	0.000207534	0.30575728	0.000898509	-1.050135771	1.242076342	-1.066610824	1.222891019
XP_012243094.1	2.150669351	0.423030566	0.006570621	0.215976634	0.031276997	-1.050135771	1.242076342	-1.066610824	1.222891019
XP_003493623.2	2.145911226	0.022632545	0.000108678	0.500698971	0.412856789	-1.13863378	-1.252439131	1.045174654	-1.05240692
XP_003493623.2	2.145911226	0.176260294	1.06E-09	0.416168299	2.42E-05	-1.13863378	-1.252439131	1.045174654	-1.05240692
XP_003485510.1	2.143881956	0.00527658	1.78E-11	0.000876301	0.114202388	1.145049512	1.463111451	-1.179131178	1.083654954
XP_003485510.1	2.143881956	0.239932036	1.82E-09	0.026069996	0.0019256	1.145049512	1.463111451	-1.179131178	1.083654954
XP_003485510.1	2.143881956	0.538369029	4.80E-11	0.000253872	0.002390882	1.145049512	1.463111451	-1.179131178	1.083654954
XP_003487250.1	2.129461805	0.813104836	4.04E-07	0.055444458	0.002568297	1.013499435	1.300888984	-1.100712628	1.166118744
XP_012243761.1	2.120668807	0.562436865	1.23E-09	0.004085168	0.001823246	1.04443243	1.60049179	-1.22337196	1.252606267
XP_012243761.1	2.120668807	0.38319825	1.02E-14	0.002435854	3.67E-07	1.04443243	1.60049179	-1.22337196	1.252606267
XP_003492811.1	2.097561614	0.345763106	3.54E-07	0.777846282	1.09E-07	-1.10584211	1.741232114	-1.037321642	1.856249514
XP_012246841.1	2.092307135	0.309295535	1.65E-05	0.136112873	0.080349054	1.061571595	1.28579574	-1.092260106	1.108910821
XP_012246841.1	2.092307135	0.008929018	1.54E-08	0.087984753	0.081138163	1.061571595	1.28579574	-1.092260106	1.108910821
XP_012245635.1	2.090665291	0.004124959	0.034677487	0.152332075	0.02834582	-1.145469072	-1.104384222	1.0735696	1.113508096
XP_012245635.1	2.090665291	0.078097003	0.002547259	0.533832665	0.642576067	-1.145469072	-1.104384222	1.0735696	1.113508096
XP_012245635.1	2.090665291	0.172964612	0.637309379	0.385773874	0.391221815	-1.145469072	-1.104384222	1.0735696	1.113508096
XP_012245635.1	2.090665291	0.016638008	0.002305349	0.312989387	0.699383708	-1.145469072	-1.104384222	1.0735696	1.113508096
XP_012238104.1	2.086632328	0.718189155	0.815532259	0.170960953	0.221525976	-1.019674855	-1.012647107	-1.071308856	-1.063925239
XP_012238104.1	2.086632328	0.891301481	0.723706174	0.98748027	0.861543485	-1.019674855	-1.012647107	-1.071308856	-1.063925239
XP_012249981.1	2.074693584	0.0001007	0.442147439	0.000300165	4.13E-09	-1.311816339	-1.055940657	1.285345162	1.596810175
XP_012249015.1	2.070602673	0.00036789	0.000236207	0.000133357	0.000257241	1.203259887	1.208132772	-1.222416201	-1.217485705
XP_012249015.1	2.070602673	0.001501212	0.049403637	0.061365645	0.002440086	1.203259887	1.208132772	-1.222416201	-1.217485705
XP_003487639.1	2.067900122	0.204789061	0.185779196	0.570981751	0.001616845	-1.093180426	1.096588999	1.046829607	1.254907539
XP_003488472.1	2.067381514	0.000883167	7.79E-19	5.10E-07	0.000696401	-1.550318082	-4.952469791	2.008738658	-1.590294603
XP_003490805.1	2.064565281	0.014276864	6.46E-11	0.033698562	0.004983343	-1.132362715	-1.467419196	1.116687625	-1.160478054
XP_003490805.1	2.064565281	0.030505252	0.000386221	0.073396833	0.713338649	-1.132362715	-1.467419196	1.116687625	-1.160478054
XP_003488340.1	2.056353783	0.002466572	1.47E-14	0.411916459	5.54E-10	-1.235783205	-1.952295078	-1.066018867	-1.684100722
XP_003488340.1	2.056353783	0.022703893	1.08E-17	0.665895376	6.90E-12	-1.235783205	-1.952295078	-1.066018867	-1.684100722
XP_003494873.1	2.052216595	0.73578924	0.000739368	0.731605566	8.48E-05	-1.038162703	1.392931864	1.042626889	1.507732222
XP_003492334.1	2.049029356	0.841334294	3.42E-06	0.270759857	0.001096585	1.02787189	1.765246328	-1.149627196	1.493857935
XP_003492334.1	2.049029356	0.841334294	3.42E-06	0.270759857	0.001096585	1.02787189	1.765246328	-1.149627196	1.493857935
XP_003492334.1	2.049029356	0.046767375	2.29E-07	0.005397159	0.519789612	1.02787189	1.765246328	-1.149627196	1.493857935
XP_003492334.1	2.049029356	0.046767375	2.29E-07	0.005397159	0.519789612	1.02787189	1.765246328	-1.149627196	1.493857935
XP_003492334.1	2.049029356	0.244012844	5.74E-08	0.322217635	0.000637934	1.02787189	1.765246328	-1.149627196	1.493857935
XP_003492334.1	2.049029356	0.244012844	5.74E-08	0.322217635	0.000637934	1.02787189	1.765246328	-1.149627196	1.493857935
XP_003488228.1	2.047574874	0.024326001	0.015151222	0.590407696	1.71E-06	1.146751726	-1.158653068	-1.039566492	-1.381258905
XP_003488228.1	2.047574874	0.024326001	0.015151222	0.590407696	1.71E-06	1.146751726	-1.158653068	-1.039566492	-1.381258905
XP_003488228.1	2.047574874	0.439416972	0.237535121	0.170382983	0.323260193	1.146751726	-1.158653068	-1.039566492	-1.381258905
XP_003488228.1	2.047574874	0.439416972	0.237535121	0.170382983	0.323260193	1.146751726	-1.158653068	-1.039566492	-1.381258905
XP_012246661.1	2.04666207	0.157482037	9.37E-07	0.002680243	0.534505327	1.07385275	1.293522798	-1.163942408	1.034898749
XP_003487160.1	2.045344416	0.927417154	0.0001357	0.388942036	0.003705704	-1.006765758	1.27082532	-1.061167529	1.205675242
XP_003487160.1	2.045344416	0.440010702	0.036038962	0.426385543	0.053233116	-1.006765758	1.27082532	-1.061167529	1.205675242
XP_003487160.1	2.045344416	0.91601692	0.00220777	0.841584321	0.001018736	-1.006765758	1.27082532	-1.061167529	1.205675242
XP_003493764.1	2.042431877	0.002474041	0.653842618	0.213107608	0.000249933	-1.389898734	-1.054411094	1.15398469	1.521154197
XP_012249904.1	2.037200175	0.356681682	0.327077741	0.027521288	7.91E-05	1.044642382	-1.046930628	-1.107181143	-1.210888703
XP_012249904.1	2.037200175	0.356681682	0.327077741	0.027521288	7.91E-05	1.044642382	-1.046930628	-1.107181143	-1.210888703
XP_012249904.1	2.037200175	0.976695079	8.05E-07	0.516186265	1.68E-07	1.044642382	-1.046930628	-1.107181143	-1.210888703
XP_012249904.1	2.037200175	0.976695079	8.05E-07	0.516186265	1.68E-07	1.044642382	-1.046930628	-1.107181143	-1.210888703
XP_003485366.1	2.036920467	0.650969838	3.00E-09	0.818242751	3.14E-08	1.026186438	1.404637208	1.015392818	1.389862973
XP_003485366.1	2.036920467	0.238810239	5.34E-06	0.288817118	2.37E-09	1.026186438	1.404637208	1.015392818	1.389862973
XP_012245350.1	2.036908087	0.086750049	8.55E-06	0.284374911	0.098156629	1.163900419	1.502197937	-1.107821726	1.165041669
XP_012245350.1	2.036908087	0.000711355	0.340441066	0.449709653	0.128578174	1.163900419	1.502197937	-1.107821726	1.165041669
XP_012236562.1	2.03614948	0.510104328	2.92E-05	0.527057154	3.50E-07	1.060346604	-1.427154074	-1.062540354	-1.607918915
XP_012236562.1	2.03614948	0.001142567	0.000217305	0.012505784	4.24E-13	1.060346604	-1.427154074	-1.062540354	-1.607918915
XP_012236562.1	2.03614948	0.765041117	2.29E-05	0.657127706	2.53E-05	1.060346604	-1.427154074	-1.062540354	-1.607918915
XP_012236562.1	2.03614948	0.884883409	0.000324131	0.40096748	1.26E-05	1.060346604	-1.427154074	-1.062540354	-1.607918915
XP_003488914.2	2.028582472	0.995032507	0.511229929	0.468643552	0.910987311	1.001984597	1.197931086	-1.237792171	-1.035325574
XP_003491771.1	2.025534433	0.852952727	0.714470087	0.970106935	0.838842341	1.029355001	1.055251529	1.007085992	1.032422276
XP_003491771.1	2.025534433	0.689772357	0.95562141	0.856438843	0.580041156	1.029355001	1.055251529	1.007085992	1.032422276
XP_012242605.1	2.023329693	0.680271479	0.052068434	0.955510419	0.139547325	-1.030091956	-1.132557446	-1.005099825	-1.105079293
XP_012242605.1	2.023329693	0.173658918	0.006530453	0.649976742	0.073241768	-1.030091956	-1.132557446	-1.005099825	-1.105079293
XP_003490041.1	2.023066481	0.182087554	0.001118295	0.003192447	0.310517586	1.087786347	1.224242996	-1.20399183	-1.069792418
XP_003490041.1	2.023066481	0.09951752	0.703561302	0.283806673	0.02077574	1.087786347	1.224242996	-1.20399183	-1.069792418
XP_003490041.1	2.023066481	0.028355546	0.001328935	0.017465617	0.190224331	1.087786347	1.224242996	-1.20399183	-1.069792418
XP_003490041.1	2.023066481	0.347178286	0.00123657	0.010374491	0.763774718	1.087786347	1.224242996	-1.20399183	-1.069792418
XP_012247006.1	2.02304288	0.318179481	0.06019593	0.244534293	0.720928268	-1.103647072	-1.195124417	1.125951194	1.039768514
XP_012247006.1	2.02304288	0.568492543	0.007063041	0.053906229	0.945956677	-1.103647072	-1.195124417	1.125951194	1.039768514
XP_003491361.1	2.014499933	0.537729498	0.504799315	0.198438498	0.213141321	1.215164335	1.230382003	-1.491095988	-1.472653745
XP_003491361.1	2.014499933	0.050478702	0.232657784	0.010782525	0.001479629	1.215164335	1.230382003	-1.491095988	-1.472653745
XP_003494905.1	2.014268057	0.272318152	1.69E-05	0.3268511	3.05E-05	-1.078184776	1.342654572	-1.074071622	1.347796263
XP_003487513.2	2.009220888	0.60701084	0.400924673	0.861583249	0.111645986	1.019635962	-1.030672245	-1.007936108	-1.059250626
XP_003487513.2	2.009220888	0.341761906	0.008658901	0.85875399	0.075678792	1.019635962	-1.030672245	-1.007936108	-1.059250626
XP_003487513.2	2.009220888	0.881432245	0.010775426	0.750361404	0.059980221	1.019635962	-1.030672245	-1.007936108	-1.059250626
XP_012245294.1	2.006740827	0.113541413	0.017999801	0.438713902	0.922429023	1.105008363	1.158615441	-1.056270863	-1.007399086
XP_012245294.1	2.006740827	0.000853767	0.100285881	0.998825835	0.097525238	1.105008363	1.158615441	-1.056270863	-1.007399086
XP_012245294.1	2.006740827	0.592306085	0.514316326	0.493593318	0.543239452	1.105008363	1.158615441	-1.056270863	-1.007399086
XP_012236550.1	2.00641479	0.139003559	0.441120549	0.875333696	0.412183333	-1.080631323	-1.042838999	1.010838223	1.047470843
XP_012236550.1	2.00641479	0.037972159	0.00017631	0.995912488	2.15E-07	-1.080631323	-1.042838999	1.010838223	1.047470843
XP_012239895.1	2.005732249	0.036249101	0.116954221	0.152059814	0.052782411	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.036249101	0.116954221	0.152059814	0.052782411	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.015788308	0.236249117	0.010103434	0.000313885	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.015788308	0.236249117	0.010103434	0.000313885	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.371503069	0.775831664	0.387242355	0.132431503	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.02289319	0.241381754	0.038948529	0.002313314	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.02289319	0.241381754	0.038948529	0.002313314	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.371503069	0.775831664	0.387242355	0.132431503	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.000256947	0.101897094	0.143827906	0.000547236	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239895.1	2.005732249	0.000256947	0.101897094	0.143827906	0.000547236	1.091999082	1.068689217	-1.065441424	-1.08868045
XP_012239287.1	2.004176141	0.975858082	0.000664057	0.878236251	0.001855985	1.002913692	-1.302135624	1.015818641	-1.285593308
XP_012244916.1	2.001866671	0.413216645	0.005464219	0.926181498	0.089888043	-1.051915026	-1.175734683	1.007534731	-1.109350147
XP_012244916.1	2.001866671	0.469700684	0.001175193	0.899565968	0.026036085	-1.051915026	-1.175734683	1.007534731	-1.109350147
XP_012244916.1	2.001866671	0.566516822	0.99336701	0.76620763	0.361299876	-1.051915026	-1.175734683	1.007534731	-1.109350147
XP_012244916.1	2.001866671	0.428380092	0.069406171	0.532817	0.831617622	-1.051915026	-1.175734683	1.007534731	-1.109350147
